depth,EvalMinimax(d=3),QSearchMinimax(d=3)
3,1.0,1.0
2,17.48675171736997,37.12975609756098
1,14.845847403801612,4.363069351663713
0,4.74825481821255,20.632200922413734
-1,,0.8114215770697395
